City_ID,City,Country,MaxTemp,Current Description,Lat,Lon,Hotel Name
975,Kragerø,NO,60.58,clear sky,58.8693,9.4149,Victoria Hotel Kragerø
978,East London,ZA,63.43,scattered clouds,-33.0153,27.9116,Blue Lagoon Hotel
979,Puerto Ayora,EC,68.56,light rain,-0.7393,-90.3518,Finch Bay Galapagos Hotel
980,Masterton,NZ,51.89,broken clouds,-40.9597,175.6575,Copthorne Hotel & Resort Solway Park Wairarapa
983,Espera Feliz,BR,54.36,clear sky,-20.6503,-41.9072,Hotel Pico Da Bandeira
984,Ahipara,NZ,55.81,clear sky,-35.1667,173.1667,Ahipara Bay Motel
986,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
987,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
988,Grindavik,IS,51.75,light intensity drizzle,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
992,Lubango,AO,59.41,clear sky,-14.9172,13.4925,Chik-Chik Lubango
995,Kiama,AU,62.26,overcast clouds,-34.6833,150.8667,The Grand Hotel
1000,Mar del Plata,AR,52.88,clear sky,-38.0023,-57.5575,HOTEL TRONADOR
1002,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1003,Puerto Ayora,EC,68.56,light rain,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1006,Chui,UY,51.3,few clouds,-33.6971,-53.4616,Bertelli Chuí Hotel
1007,Klaksvík,FO,52.72,overcast clouds,62.2266,-6.589,Hotel Klaksvík
1009,Tynda,RU,54.45,light rain,55.1667,124.7167,Gostinitsa Safari
1010,Bambous Virieux,MU,69.22,light rain,-20.3428,57.7575,La Hacienda Hotel
1020,Goderich,CA,65.91,clear sky,43.7501,-81.7165,Bedford Hotel
1021,Saldanha,ZA,55.45,light rain,-33.0117,17.9442,Saldanha Bay Hotel
1025,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1033,Inta,RU,55.47,overcast clouds,66.0317,60.1659,Hotel Severyanka
1034,Quelimane,MZ,67.95,clear sky,-17.8786,36.8883,Kansa Hotel
1037,Vao,NC,68.45,clear sky,-22.6667,167.4833,OURE TERA beach resort
1038,Cape Town,ZA,54.27,moderate rain,-33.9258,18.4232,The Bay Hotel
1040,Tsiroanomandidy,MG,55.67,clear sky,-18.7667,46.0333,Horizon Hotel
1041,Kruisfontein,ZA,53.89,overcast clouds,-34.0033,24.7314,40b Overnight Accommodation
1042,Lata,PT,59.22,clear sky,40.1629,-8.3327,Arouce Hostel
1044,Mar del Plata,AR,52.88,clear sky,-38.0023,-57.5575,HOTEL TRONADOR
1045,Cape Town,ZA,54.27,moderate rain,-33.9258,18.4232,The Bay Hotel
1049,Saint Paul Harbor,US,58.51,overcast clouds,57.79,-152.4072,Best Western Kodiak Inn
1052,Port Macquarie,AU,56.89,overcast clouds,-31.4333,152.9167,Port Macquarie Hotel
1058,Ginda,IN,64.27,clear sky,30.6945,78.4932,Shivlinga Resort
1060,Carnarvon,AU,63.54,clear sky,-24.8667,113.6333,Good Paddock Restaurant By Gascoyne Hotel
1063,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1070,Çay,TR,62.94,clear sky,38.5917,31.0286,Grand Bozkurt Butik Otel
1071,Alcains,PT,63.68,clear sky,39.9164,-7.4566,Arca dos Animais - Farming & Spa
1075,Cape Town,ZA,54.27,moderate rain,-33.9258,18.4232,The Bay Hotel
1091,Cape Town,ZA,54.27,moderate rain,-33.9258,18.4232,The Bay Hotel
1094,Saint-Philippe,RE,64.22,light rain,-21.3585,55.7679,Hôtel Les Embruns Du Baril
1097,Geraldton,AU,55.81,clear sky,-28.7667,114.6,Ocean Centre Hotel - Stay Beachside in Geraldton!
1099,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1101,Vao,NC,68.45,clear sky,-22.6667,167.4833,OURE TERA beach resort
1106,Cape Town,ZA,54.27,moderate rain,-33.9258,18.4232,The Bay Hotel
1109,Copiapó,CL,51.49,overcast clouds,-27.3667,-70.3333,ibis Copiapo
1111,Chui,UY,51.3,few clouds,-33.6971,-53.4616,Hotel Internacional
1113,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1120,Kem',RU,56.66,overcast clouds,64.9555,34.5793,Kemka
1131,Mahébourg,MU,69.26,scattered clouds,-20.4081,57.7,Holiday Inn Mauritius Mon Tresor
1132,Yellowknife,CA,64.92,scattered clouds,62.456,-114.3525,The Explorer Hotel
1142,Cidreira,BR,59.76,clear sky,-30.1811,-50.2056,Pousada Vem Verão
1157,Byron Bay,AU,65.95,overcast clouds,-28.65,153.6167,LIFE IN BYRON
1163,Haines Junction,CA,67.95,overcast clouds,60.7522,-137.5108,Wanderer's Inn Backpackers Hostel
1164,East London,ZA,63.43,scattered clouds,-33.0153,27.9116,Blue Lagoon Hotel
1166,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1168,Mar del Plata,AR,52.88,clear sky,-38.0023,-57.5575,HOTEL TRONADOR
1172,East London,ZA,63.43,scattered clouds,-33.0153,27.9116,Blue Lagoon Hotel
1179,Cape Town,ZA,54.27,moderate rain,-33.9258,18.4232,The Bay Hotel
1181,Sovetskaya Gavan',RU,60.4,overcast clouds,48.9723,140.2878,HOTEL SOVETSKAYA GAVAN
1186,Rome,US,69.94,broken clouds,43.2128,-75.4557,Wingate By Wyndham Rome
1188,Saint-Philippe,RE,64.22,light rain,-21.3585,55.7679,Hôtel Les Embruns Du Baril
1191,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1192,Puteyets,RU,52.99,light rain,65.1716,57.091,"Rest, Гостиница"
1193,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1201,Asău,RO,60.28,clear sky,46.4333,26.4,Pensiune la Miruna
1206,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1211,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1223,Souillac,MU,64.78,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
1234,Port Lincoln,AU,56.86,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
1239,Port Hedland,AU,69.85,overcast clouds,-20.3167,118.5667,Hedland Hotel
1243,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1247,Hermanus,ZA,51.8,moderate rain,-34.4187,19.2345,Harbour House Hotel
1251,Cape Town,ZA,54.27,moderate rain,-33.9258,18.4232,The Bay Hotel
1256,Saint-Philippe,RE,64.22,light rain,-21.3585,55.7679,Hôtel Les Embruns Du Baril
1265,Port Elizabeth,ZA,57.49,clear sky,-33.918,25.5701,Kingsworth Inn
1267,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1270,Arraial do Cabo,BR,67.86,clear sky,-22.9661,-42.0278,Orlanova Hotel
1275,Khuzhir,RU,56.93,clear sky,53.1939,107.3397,Art Hotel Port Olkhon
1277,Nikolskoye,RU,64.29,overcast clouds,59.7035,30.7861,Tourist House - Sablino
1282,Skjervøy,NO,51.8,overcast clouds,70.0311,20.9714,Hotel Maritim Skjervøy AS
1284,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1289,Petropavlovsk-Kamchatskiy,RU,57.79,broken clouds,53.0452,158.6483,Hotel Arsenev
1295,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1296,Saint-Philippe,RE,64.22,light rain,-21.3585,55.7679,Hôtel Les Embruns Du Baril
1297,Hofn,IS,51.01,moderate rain,64.2539,-15.2082,Milk Factory
1298,Ibirama,BR,56.66,scattered clouds,-27.0569,-49.5178,Hotel Soralete - Grupo Rosablue
1301,Cape Town,ZA,54.27,moderate rain,-33.9258,18.4232,The Bay Hotel
1316,Bambous Virieux,MU,69.22,light rain,-20.3428,57.7575,La Hacienda Hotel
1321,East London,ZA,63.43,scattered clouds,-33.0153,27.9116,Blue Lagoon Hotel
1323,Sandwick,GB,53.42,overcast clouds,60.0,-1.25,Hayhoull Bed and Breakfast
1328,Røros,NO,51.64,overcast clouds,62.5747,11.3842,Bergstadens Hotel
1334,Lakes Entrance,AU,59.81,broken clouds,-37.8811,147.981,The Esplanade Resort & Spa
1338,Yellowknife,CA,64.92,scattered clouds,62.456,-114.3525,The Explorer Hotel
1342,Souillac,MU,64.78,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
1343,Esperance,AU,54.88,broken clouds,-33.8667,121.9,Esperance Chalet Village
1344,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1354,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1358,Inhambane,MZ,67.19,clear sky,-23.865,35.3833,Hotel Casa Do Capitão
1371,Nikolskoye,RU,64.29,overcast clouds,59.7035,30.7861,Tourist House - Sablino
1377,Vadsø,NO,54.48,broken clouds,70.0744,29.7487,Scandic Vadsø
1380,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1385,Puerto Ayora,EC,68.56,light rain,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1388,Florianópolis,BR,58.69,broken clouds,-27.6146,-48.5012,Majestic Palace Hotel
1389,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1390,Araquari,BR,58.93,broken clouds,-26.3703,-48.7211,Zanella Jasper
1397,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1399,Yellowknife,CA,64.92,scattered clouds,62.456,-114.3525,The Explorer Hotel
1402,Tuktoyaktuk,CA,53.6,broken clouds,69.4541,-133.0374,Smitty's Bed and Breakfast
1405,East London,ZA,63.43,scattered clouds,-33.0153,27.9116,Blue Lagoon Hotel
1407,East London,ZA,63.43,scattered clouds,-33.0153,27.9116,Blue Lagoon Hotel
1413,Port Hardy,CA,68.18,scattered clouds,50.6996,-127.4199,Quarterdeck Inn Resort & Marina
1425,Hermanus,ZA,51.8,moderate rain,-34.4187,19.2345,Harbour House Hotel
1426,Inhambane,MZ,67.19,clear sky,-23.865,35.3833,Hotel Casa Do Capitão
1427,Los Llanos de Aridane,ES,69.55,clear sky,28.6585,-17.9182,Hotel Hacienda de Abajo
1429,Sambava,MG,68.34,light rain,-14.2667,50.1667,Melrose
1431,Traralgon,AU,59.43,overcast clouds,-38.1833,146.5333,Comfort Inn Traralgon
1433,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1437,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1438,Xining,CN,69.49,overcast clouds,36.6167,101.7667,Sofitel Xining
1446,Nemuro,JP,66.45,light rain,43.3236,145.575,Hotel Nemuro Kaiyoutei
1448,Saint-Pierre,RE,67.91,clear sky,-21.3393,55.4781,Le Battant Des Lames
1449,Hermanus,ZA,51.8,moderate rain,-34.4187,19.2345,Harbour House Hotel
1450,Luanda,AO,68.68,overcast clouds,-8.8368,13.2343,"InterContinental Luanda Miramar, an IHG Hotel"
1454,Broken Hill,AU,57.85,few clouds,-31.95,141.4333,Royal Exchange Hotel
1455,Antofagasta,CL,56.48,few clouds,-23.65,-70.4,Hotel NH Antofagasta
1468,Hermanus,ZA,51.8,moderate rain,-34.4187,19.2345,Harbour House Hotel
1472,Hervey Bay,AU,65.01,overcast clouds,-25.2986,152.8535,Oaks Hervey Bay Resort and Spa
1473,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1474,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1480,Port Lincoln,AU,56.86,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
1483,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1488,Hermanus,ZA,51.8,moderate rain,-34.4187,19.2345,Harbour House Hotel
1489,Skjervøy,NO,51.8,overcast clouds,70.0311,20.9714,Hotel Maritim Skjervøy AS
1493,Port Lincoln,AU,56.86,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
1502,Port Lincoln,AU,56.86,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
1503,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1507,Arraial do Cabo,BR,67.86,clear sky,-22.9661,-42.0278,Orlanova Hotel
1509,Margate,GB,67.69,scattered clouds,51.3813,1.3862,Royal Albion Hotel
1512,Port Elizabeth,ZA,57.49,clear sky,-33.918,25.5701,Kingsworth Inn
1513,Saldanha,ZA,55.45,light rain,-33.0117,17.9442,Saldanha Bay Hotel
1514,Puerto Ayora,EC,68.56,light rain,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1516,Urdoma,RU,57.56,overcast clouds,61.7533,48.5442,Severnyye Zori
1520,San Julián,MX,67.44,overcast clouds,21.0167,-102.1667,Hotel Casa Grande
1523,Cape Town,ZA,54.27,moderate rain,-33.9258,18.4232,The Bay Hotel
1539,Carnarvon,AU,63.54,clear sky,-24.8667,113.6333,Carnarvon Hotel
1542,Brae,GB,52.65,overcast clouds,60.3964,-1.353,Busta House Hotel
1547,Pisco,PE,60.85,few clouds,-13.7,-76.2167,PiscoMar Peru
1549,Khovd,MN,68.54,clear sky,48.0056,91.6419,Steppe hotel
1551,Kaabong,UG,63.32,light rain,3.4836,34.1492,Range Lands Hotel
1553,Mahébourg,MU,69.26,scattered clouds,-20.4081,57.7,Anantara Iko Mauritius Resort & Villas
1554,Mar del Plata,AR,52.88,clear sky,-38.0023,-57.5575,HOTEL TRONADOR
1555,Raudeberg,NO,56.07,light rain,61.9875,5.1352,Ulvesund FYR
1556,Saint Paul Harbor,US,58.51,overcast clouds,57.79,-152.4072,Best Western Kodiak Inn
1560,Lewisporte,CA,58.71,overcast clouds,49.2499,-55.0482,Brittany Inns Hotel
1565,Mar del Plata,AR,52.88,clear sky,-38.0023,-57.5575,HOTEL TRONADOR
1566,Cape Town,ZA,54.1,moderate rain,-33.9258,18.4232,The Bay Hotel
1568,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1569,Cape Town,ZA,54.1,moderate rain,-33.9258,18.4232,The Bay Hotel
1571,Mar del Plata,AR,52.88,clear sky,-38.0023,-57.5575,HOTEL TRONADOR
1576,Bambous Virieux,MU,69.22,light rain,-20.3428,57.7575,La Hacienda Hotel
1579,Puerto Ayora,EC,68.56,light rain,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1584,Anadyr,RU,59.5,scattered clouds,64.75,177.4833,Chukotka hotel
1591,Puerto Ayora,EC,68.56,light rain,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1596,Puerto Ayora,EC,68.56,light rain,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1598,Kristinestad,FI,60.69,overcast clouds,62.2743,21.376,Hotel Kristina
1603,Mossamedes,AO,60.19,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
1613,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1620,Cape Town,ZA,54.1,moderate rain,-33.9258,18.4232,The Bay Hotel
1621,Saint-Pierre,RE,67.91,clear sky,-21.3393,55.4781,Le Nathania
1635,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1638,Port Alfred,ZA,61.95,overcast clouds,-33.5906,26.891,Royal St Andrews Hotel
1646,Pinega,RU,57.43,overcast clouds,64.7001,43.3936,"Gostinitsa ""Aeroport"""
1652,Villaviciosa,ES,69.4,few clouds,43.4813,-5.4357,Hotel Arcea Villaviciosa
1665,Mar del Plata,AR,52.88,clear sky,-38.0023,-57.5575,HOTEL TRONADOR
1668,Vardø,NO,53.58,overcast clouds,70.3705,31.1107,Vardø Hotel AS
1669,Pisco,PE,60.85,few clouds,-13.7,-76.2167,PiscoMar Peru
1670,Arrondissement de Mende,FR,57.88,clear sky,44.6667,3.5,Le Plateau du Roy
1673,Bambous Virieux,MU,69.22,light rain,-20.3428,57.7575,La Hacienda Hotel
1675,Prince Rupert,CA,64.49,clear sky,54.3161,-130.3201,Crest Hotel
1676,Los Llanos de Aridane,ES,69.55,clear sky,28.6585,-17.9182,Hotel Hacienda de Abajo
1680,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1681,Bambous Virieux,MU,69.22,light rain,-20.3428,57.7575,La Hacienda Hotel
1684,Mar del Plata,AR,52.88,clear sky,-38.0023,-57.5575,HOTEL TRONADOR
1692,Rybnaya Sloboda,RU,57.34,overcast clouds,55.4613,50.1409,Гостиница Аяз
1693,Kruisfontein,ZA,53.89,overcast clouds,-34.0033,24.7314,40b Overnight Accommodation
1694,La Tuque,CA,55.31,scattered clouds,47.4334,-72.7824,Hôtel Marineau La Tuque
1701,Moyale,KE,65.3,overcast clouds,3.5167,39.0584,Holale Resort
1706,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1716,Auxerre,FR,62.64,few clouds,47.8,3.5667,Inter Hotel Normandie
1721,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1725,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1728,Oktyabr'skiy,RU,53.47,clear sky,54.4815,53.471,Hotel Devon
1736,Palora,EC,64.42,light rain,-1.7,-77.9333,Finca La Esperanza
1745,Rawson,AR,50.29,few clouds,-43.3002,-65.1023,Complejo Bahia Ballenas
1746,Las Palmas,ES,68.79,clear sky,28.4204,-14.0131,Los Molinos
1751,Stryn,NO,61.14,overcast clouds,61.9045,6.7226,Stryn Hotel
1752,Ballina,AU,66.02,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
1755,Nikolskoye,RU,64.29,overcast clouds,59.7035,30.7861,Tourist House - Sablino
1765,Mount Gambier,AU,51.71,light rain,-37.8333,140.7667,Blue Lake Motel
1767,Kruisfontein,ZA,53.89,overcast clouds,-34.0033,24.7314,40b Overnight Accommodation
1768,Mahébourg,MU,69.26,scattered clouds,-20.4081,57.7,Holiday Inn Mauritius Mon Tresor
1774,Narrabri,AU,55.53,light rain,-30.3167,149.7833,Crossroads Hotel
1780,Yeppoon,AU,67.78,overcast clouds,-23.1333,150.7333,Coral Inn Boutique Hotel
1783,Gold Coast,AU,67.03,overcast clouds,-28.0,153.4333,Woodroffe Hotel
1784,Puerto Ayora,EC,67.55,light rain,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1786,Erenhot,CN,65.68,overcast clouds,43.6475,111.9767,Moli International Hotel
1788,Dali,CN,68.13,overcast clouds,25.7,100.1833,LUX* Tea Horse Road Dali
1790,Saldanha,ZA,55.45,light rain,-33.0117,17.9442,Saldanha Bay Hotel
1808,Bambous Virieux,MU,69.22,light rain,-20.3428,57.7575,La Hacienda Hotel
1814,Prince Rupert,CA,64.49,clear sky,54.3161,-130.3201,Crest Hotel
1825,Rawson,AR,50.29,few clouds,-43.3002,-65.1023,Complejo Bahia Ballenas
1830,Vardø,NO,53.58,overcast clouds,70.3705,31.1107,Vardø Hotel AS
1831,Vila,PT,56.7,clear sky,42.0304,-8.1588,Hotel Castrum Villae
1833,Nome,US,51.87,overcast clouds,64.5011,-165.4064,Aurora Inn & Suites
1834,Neumünster,DE,64.2,clear sky,54.0667,9.9833,Best Western Hotel Prisma
1836,Lianhe,CN,69.91,few clouds,47.1333,129.2667,Nancha Hotel
1838,Cape Town,ZA,54.1,moderate rain,-33.9258,18.4232,The Bay Hotel
1843,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1844,Bexhill,AU,65.64,light rain,-28.7667,153.35,Arcadia Motel
1845,Sept-Îles,CA,64.92,broken clouds,50.2001,-66.3821,Hôtel Sept-Îles
1852,Karlskrona,SE,54.05,clear sky,56.1616,15.5866,Scandic Karlskrona
1856,Yellowknife,CA,64.92,scattered clouds,62.456,-114.3525,The Explorer Hotel
1862,Neepawa,CA,64.8,light rain,50.2289,-99.4664,"Bay Hill Inns & Suites, Neepawa"
1875,Cape Town,ZA,54.1,moderate rain,-33.9258,18.4232,The Bay Hotel
1883,Hermanus,ZA,51.8,moderate rain,-34.4187,19.2345,Harbour House Hotel
1884,Geraldton,AU,57.61,clear sky,-28.7667,114.6,Ocean Centre Hotel - Stay Beachside in Geraldton!
1887,Hermanus,ZA,51.8,moderate rain,-34.4187,19.2345,Harbour House Hotel
1895,Cape Town,ZA,54.1,moderate rain,-33.9258,18.4232,The Bay Hotel
1896,Souillac,MU,64.78,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
1901,Kosh-Agach,RU,53.6,broken clouds,50.0,88.6667,Ostrovok
1904,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1909,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1924,Busselton,AU,53.82,clear sky,-33.65,115.3333,Esplanade Hotel
1930,Mahébourg,MU,68.25,scattered clouds,-20.4081,57.7,Anantara Iko Mauritius Resort & Villas
1945,Yellowknife,CA,64.92,scattered clouds,62.456,-114.3525,The Explorer Hotel
1947,Solnechnyy,RU,56.8,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
1957,Yellowknife,CA,64.92,scattered clouds,62.456,-114.3525,The Explorer Hotel
1958,Komatipoort,ZA,64.65,clear sky,-25.4332,31.9548,SleepOver Komatipoort
1962,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1966,Timrå,SE,61.68,light rain,62.487,17.3257,Vivstavarvstjärns Camping
1969,Chui,UY,51.3,few clouds,-33.6971,-53.4616,Hotel Internacional
1972,Hermanus,ZA,51.8,moderate rain,-34.4187,19.2345,Harbour House Hotel
1978,Grong,NO,51.13,overcast clouds,64.4654,12.3149,Namsentunet
1980,Yellowknife,CA,64.92,scattered clouds,62.456,-114.3525,The Explorer Hotel
1984,Bredasdorp,ZA,53.1,light rain,-34.5322,20.0403,Victoria Hotel - Bredasdorp
1986,Blackwater,AU,69.24,overcast clouds,-23.5833,148.8833,The Capricorn Hotel Motor Inn
1987,Lyubytino,RU,56.91,overcast clouds,58.8122,33.3922,Lyubytino-Khutor
1991,East London,ZA,63.43,scattered clouds,-33.0153,27.9116,Blue Lagoon Hotel
1996,Carnarvon,AU,63.54,clear sky,-24.8667,113.6333,Good Paddock Restaurant By Gascoyne Hotel
1998,Hermanus,ZA,51.8,moderate rain,-34.4187,19.2345,Harbour House Hotel
1999,Ahipara,NZ,55.81,clear sky,-35.1667,173.1667,Ahipara Bay Motel
